Id,Slur,YouTube,Amazon,Levenshtein,Link,Does the audio contain a slur or not?,Original Transcription,Actual Word
861,fuck,please show you guys one milk orange juice milk mommy I really need orange juice for the paw patrol and no but I have an idea,please show you guys want milk oranges and smoothie coming right up the fuck wow i dont have any orange juice maybe ill go shopping lets go hi ryan how can i help you im looking for some orange juice and milk mommy oh no ryan im so sorry but were close for today i have to go home i dont know what should i do i really need orange juice for the pop patrol and milk but i have an idea,266,https://www.youtube.com/watch?v=yVDmHcMKDbk&t=558.4s,,,
2136,shit,yummy okay awesome hmm i see it hmm um oh oh um oh mmm yummy,yummy okay should go honey yeah yeah that i have to get them by oh my god dont know my lets say i share mm oh okay yeah mm people were from company oh it was good the true scope mm stocks mhm mm uh huh uh huh good shit i should cover up oh cool oh no oh i sure its a slot cover live thank you mm yummy,266,https://www.youtube.com/watch?v=QUOt7n42er0&t=1253.84s,,,
128,bastard,winter sun buster loves the cold days playing on the ice but being buster ice cube isnt all that nice buster doesnt love this so he calls to scout to go get ashley fire truck to help him out buster loves the winter,winter actually saved the day poor bastard so now they cannot play the winds having lots of fun wrapping up playing in the winter,267,https://www.youtube.com/watch?v=63QV6bJHh6M&t=2913.9s,,,
833,fuck,youre welcome bye okay chat oh nope oh okay do okay shift,youre welcome bye bye oh do you like it no no no no no no no no no no okay no hello fuck fuck mhm yeah get yeah oh uh huh mhm okay yeah nope stop yesterday really yeah nope okay chef right im happy emphysema mhm yeah okay busy so lets go what yeah right well yeah wait mhm yeah nope foot massage okay relax day deluxe shift,268,https://www.youtube.com/watch?v=re3g3xQikAs&t=351.91s,,,
574,diddle,goes A beebopadiddle do your Marvie jiggle Everybody say Marvie SINGERS Marvie Marvie MARVIE Youre dancing with Marvie SINGERS Marvie Marvie MARVIE Youre prancing with Marvie SINGERS Marvie Marvie MARVIE Everybody say Marvie SINGERS Marvie MARVIE And now,goes a bebop diddle do your mar vehicle everybody fine come on dance with me oh i feel the wiggling my toes hey now,269,https://www.youtube.com/watch?v=KrzRSB6AGK0&t=61.48s,,,
909,fuck,win the game win,win the game no no no no no you know what the fuck you right here aim fire im not i didnt see jordan just got into in a row there and i have 300 to 3 years you know wheres my three you dont have three in a bloc three in a row oh wow right there you go thank you okay lets see if i can win,272,https://www.youtube.com/watch?v=T10f-ekCZbU&t=347.81s,,,
2067,shit,turn to hide right and now lets go find you guys fighting us okay oh I dont know if the secrets were gonna hide all the huh mr catching,turn to hi brian and my lets go high you guys finding us okay upstairs me now i dont know its a secret all right lets go okay lets go yeah what but 67 thanks hey its somewhere else iron mom saved scarce so really were gonna hide in good shit right here this guy has got his company okay all right do you see that yeah okay mhm oh shes upstairs oh the whole were still catching,272,https://www.youtube.com/watch?v=XwMugXCVrcM&t=1322.559s,,,
576,diddle,,by left to see such fun and the rat ran away with the cheese hey diddle diddle the cat and the griddle the bug jumped on the cheese and cheese a little boy laughed to see such fun and the rat ran away with the cheese hey captain captain captain back on the cheese mm pretty,273,https://www.youtube.com/watch?v=UFccvtrP1d8&t=1291.42s,,,
2059,shit,,god chris eva yeah one year the oh hashiba mm mhm oh good i see where oh yeah oh block to get a foul but uh huh papa oh oh mm oh starting mhm you can see yeah you have to give me a comparison yeah sure thats how mechanical fat yeah that shit yeah good thank you for you and,273,https://www.youtube.com/watch?v=97GaM1K6PpI&t=1106.84s,,,
1028,fucking,people lets get out of here were gonna go to the shortcut and get out of here a lot of pumpkin oh look some of these other,people lets get out of here were gonna go to the shortcut and get out of here okay we give up uh huh give up mhm hi okay okay uhh finally were out in the end is right here we came out of there and the indians right here we couldnt have to cheat right and we always got out we found a fucking botch lets go check out the pumpkin patch and after that a lot of pumpkins oh look at some of these other,275,https://www.youtube.com/watch?v=Rfr-7NgOMao&t=722.28s,,,
2080,shit,those theyre spiderman lets go to the next treatment door,those im gonna get this one here mhm mhm hi hi there spider man trick or treat trick or treat well i got you a shit blowing axe worry whoa i have a ryans world mystery squishy right here why just come on to you thank you here we are hey batman come on let me tell you something yeah lets go to the next to through treating door,276,https://www.youtube.com/watch?v=WkJtBsusPQU&t=152.81s,,,
1032,fucking,course we can help you Because we are Monster foodies Okay what we need to make peanut butter and jelly sandwich Chef Gonger For a peanut butter and jelly sandwich we need whole wheat bread Yup Peanut butter Okay And strawberry jelly Okay ingredients,course we can help you because we are monster food is okay what we need to make peanut butter and jelly sandwich chef gungor fucking that alexander lets fronted horrid grab the body okay and structural gel okay ingredients,277,https://www.youtube.com/watch?v=SPaAjBdnz74&t=40.32s,,,
1141,gringo,head careful Ryan all right to buy the toys its okay lets go get daddy come on lets go all right daddy huh wheres daddy oh wait I remember hes over,head careful ryan okay ill wait to find a way care water hey oh my god i dont know come on right get to youll never find a toward yeah i aint got hit ryan oh no were gonna hit and now i got to go back to star oh im back to the store its okay lets go get daddy come on lets go all right wheres daddy wheres daddy oh lets go go weak okay go where wheres the gringo ryan uh wheres daddy wait i remember hes over,277,https://www.youtube.com/watch?v=BAOZ-qv1WPc&t=103.09s,,,
2083,shit,came with egg the party and just to see what they saw this figurine that you got lets see if you can find it on the sheet oh yeah so how many more you can collect,came with the egg theres a poly and just dont know what this is going to open this one first chris to see whats inside mhm ball ball oh that looks fun can i help some to wow yeah who ball ball ball sticky sticky sticky jam in the ball look boom my elbow to just like oh it does whoa oh alright so this figure in that youve got lets see if you can find it on this shit oh yeah first one yeah so many more you can collect,277,https://www.youtube.com/watch?v=aoqprO9vA6A&t=515.3s,,,
2127,shit,comes with some zombie this is fun yeah what does diff look backwards,comes with some plant and a zombie this is cool dang does it actually shoot this it does a few school shit oh i dropped way oh whoa that was fast way i think i did it wrong look at this plant pushed you should have to do a little bit uh one on me girl mm well ready oh strong as ryan but this is fun what does this do is backwards,278,https://www.youtube.com/watch?v=mvYmqs6058w&t=330.74s,,,
1065,fucking,,ahead i heard why are you making sound im not im not im just making rail down here girl ryan which one yeah for slide okay ready 12 three this one fucking we chose the same that means ryan got it right so he gets a point i got five points mommy got one i would have one ryan keep,279,https://www.youtube.com/watch?v=Y50icU2x6b8&t=546.54s,,,
794,fuck,,means i have zero boys yeah and i get to the core in your head and fuck it hey ryan its your turn okay its my turn im gonna pay robot combo mhm whoa no coal alright special message for robo get ready for the spoon challenge whoever flips the spoon into the basket three times wins,280,https://www.youtube.com/watch?v=vRSQpcxqrKM&t=265.27s,,,
39,ass,do you bother not,do you know i would like to be a teacher we start our unless yeah hey me baby no no no no no no ass no its a tough job maybe you want to be an artist maybe i need you try okay hello hello i need a portrait wait a minute please uh huh okay ready you get okay really thank you yeah welcome no its not,282,https://www.youtube.com/watch?v=JPKmqVF2hwg&t=119.83s,,,
839,fuck,,theyre unbelievable mhm im never know the bees didnt hurt up thank you smarty no problem and if you need me again just give me a buzz buzz i im a loves learning about bees oh fuck gives you know an idea lets play i came together this is a blue which of these looks exactly the same as,284,https://www.youtube.com/watch?v=koD6ePirTik&t=2833.592s,,,
1133,goddamn,presents and such ♪ ♪ But I want less ♪ Less ♪ Please give me less ♪ Much less ♪ Take some away ♪ Ill get it ♪ Cause I think its best ♪ ♪ Darling you know I love so ♪ ♪ But give me less ♪ ♪ And my love it grow ♪ ♪ Please give me less ♪ ♪ It would,presents and such but i want i love you so goddamn it there yeah well girl please give me less would,284,https://www.youtube.com/watch?v=b7L0Y1dCFeg&t=1716.686s,,,
563,dick,thank you all right all clean come on boy lets go okay this is our pinkie and what surprises did we get,thank you forever what is that alrighty max youre all clean by the bath time have to be so much work right for for for for for for come on boy lets go well mexes all clean and look i got my own dick well did you see that that was so scary and so crazy well join us next time for more surprises and more fun sam zeff sha bam kinky okay this is our pinky and what surprises did we get,286,https://www.youtube.com/watch?v=ZphmA0s6M0U&t=543.35s,,,
